Year,State,CoC Name,Org Name,Program Name,Program Type,Award Amount
2016,NY,"NY-505 - Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Catholic Charities - Roman Catholic Diocese of Syracuse,CoC,NY-505 – REN – PHH: Housing First for Individuals and Families,611773
2016,NY,"NY-505 - Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Catholic Charities - Roman Catholic Diocese of Syracuse,CoC,NY-505 – REN – Permanent Housing for the Chronically Homeless 2,649128
2016,NY,"NY-505 - Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Catholic Charities - Roman Catholic Diocese of Syracuse,CoC,NY-505 – REN – Permanent Housing for the Chronically Homeless 1,651092
2016,NY,"NY-511 - Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",Catholic Charities - Roman Catholic Diocese of Syracuse,CoC,NY-511 – NEW – Shelter Plus Care,134000
2016,NY,NY-512 - Troy/Rensselaer County CoC,Catholic Charities Housing Office,CoC,NY-512 – REN – SHP St. Peter's,74028
2016,NY,NY-504 - Cattaraugus County CoC,Cattaraugus Community Action,CoC,NY-504 – REN – Empowering the Homeless Toward Permanent Housing Solutions,61703
2016,NY,"NY-505 - Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Cayuga-Seneca Community Action Agency,CoC,NY-505 – NEW – Rapid Rehousing for Families Program,147365
2016,NY,"NY-508 - Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Cazenovia Recovery Systems,CoC,NY-508 – REN – Niagara County Shelter Plus Care,111112
2016,NY,"NY-508 - Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Cazenovia Recovery Systems,CoC,NY-508 – REN – Supportive Housing - Substance Abuse,200720
2016,NY,"NY-508 - Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Cazenovia Recovery Systems,CoC,NY-508 – REN – Permanent Housing for Chronically Homeless,238873
2016,NY,NY-606 - Rockland County CoC,Center for Safety and Change,CoC,NY-606 – REN – CSC Rapid Re-Housing 2016,120433
2016,NY,NY-600 - New York City CoC,Center for Urban Community Services,CoC,NY-600 – REN – The Christopher,108479
2016,NY,NY-600 - New York City CoC,Center for Urban Community Services,CoC,NY-600 – REN – Dorothy Day,234047
2016,NY,NY-600 - New York City CoC,Center for Urban Community Services,CoC,NY-600 – REN – The Prince George,311749
2016,NY,NY-600 - New York City CoC,Center for Urban Community Services,CoC,NY-600 – REN – West Harlem Transitional Services,1327350
2016,NY,"NY-500 - Rochester, Irondequoit, Greece/Monroe County CoC","Center for Youth Services, The",CoC,NY-500 – REN – Transition Age Youth Rapid Rehousing Program,78103
2016,NY,"NY-500 - Rochester, Irondequoit, Greece/Monroe County CoC","Center for Youth Services, The",CoC,NY-500 – REN – Parenting Teens,83935
2016,NY,"NY-500 - Rochester, Irondequoit, Greece/Monroe County CoC","Center for Youth Services, The",CoC,NY-500 – REN – Transitional Living Program,129288
2016,NY,"NY-500 - Rochester, Irondequoit, Greece/Monroe County CoC","Center for Youth Services, The",CoC,NY-500 – REN – Transition Age Youth Rapid Rehousing Program- Bonus Funding,172798
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",Central Nassau Guidance and Counseling Services,CoC,NY-603 – REN – Ozanam I,110687
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",Central Nassau Guidance and Counseling Services,CoC,NY-603 – REN – Heading Home,1109805
2016,NY,"NY-505 - Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Central New York Services,CoC,NY-505 – REN – Susan's Place,118299
2016,NY,"NY-505 - Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Central New York Services,CoC,NY-505 – REN – Recovery Permanent Supportive Housing Program II,148790
2016,NY,"NY-505 - Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Central New York Services,CoC,NY-505 – REN – Recovery Permanent Supportive Housing Program,300310
2016,NY,"NY-518 - Utica, Rome/Oneida, Madison Counties CoC",Central New York Services,CoC,NY-518 – REN – Oneida County Supportive Living Program 2,103825
2016,NY,"NY-518 - Utica, Rome/Oneida, Madison Counties CoC",Central New York Services,CoC,NY-518 – NEW – Oneida County Rapid Re-Housing Program 1,156725
2016,NY,"NY-518 - Utica, Rome/Oneida, Madison Counties CoC",Central New York Services,CoC,NY-518 – REN – Oneida County Homeless Management Information System II,160456
2016,NY,"NY-518 - Utica, Rome/Oneida, Madison Counties CoC",Central New York Services,CoC,NY-518 – REN – Oneida County Supportive Living Program,174737
2016,NY,"NY-518 - Utica, Rome/Oneida, Madison Counties CoC",Central New York Services,CoC,NY-518 – REN – Oneida County Homeless Assistance Case Management Program,188735
2016,NY,"NY-518 - Utica, Rome/Oneida, Madison Counties CoC",Central New York Services,CoC,NY-518 – REN – Oneida County Dual Recovery Supportive Living Program,192735
2016,NY,"NY-518 - Utica, Rome/Oneida, Madison Counties CoC",Central New York Services,CoC,NY-518 – REN – Oneida County TRA D-Contract,454240
2016,NY,"NY-518 - Utica, Rome/Oneida, Madison Counties CoC",Central New York Services,CoC,NY-518 – REN – Oneida County TRA F-Contract,457232
2016,NY,"NY-518 - Utica, Rome/Oneida, Madison Counties CoC",Central New York Services,CoC,NY-518 – REN – Oneida County TRA E-Contract,724432
2016,NY,"NY-505 - Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Chadwick Residence,CoC,NY-505 – REN – Supportive Housing,262581
2016,NY,"NY-501 - Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",Chances and Changes,CoC,NY-501 – REN – SHP Permanent Housing Livingston FY2016,59433
2016,NY,"NY-505 - Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Chapel House,CoC,NY-505 – REN – Chapel House Permanent Supportive Housing 2016,53650
2016,NY,"NY-514 - Jamestown, Dunkirk/Chautauqua County CoC",Chautauqua Opportunities,CoC,NY-514 – REN – HMIS 2016,20976
2016,NY,"NY-514 - Jamestown, Dunkirk/Chautauqua County CoC",Chautauqua Opportunities,CoC,NY-514 – PLN – CoC Planning Project 2016,21762
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",Circulo de la Hispanidad,CoC,NY-603 – REN – Casa Salva Renewal FY 2016 FN,132521
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",Circulo de la Hispanidad,CoC,NY-603 – REN – Casa Serenidad FY 2016 FN,176810
2016,NY,NY-516 - Clinton County CoC,"Clinton County, NY",CoC,NY-516 – PLN – 516 CoC Planning Application FY2016,7821
2016,NY,NY-516 - Clinton County CoC,"Clinton County, NY",CoC,NY-516 – REN – ETC 2016,22817
2016,NY,NY-516 - Clinton County CoC,"Clinton County, NY",CoC,NY-516 – REN – Shelter North 2016,100281
2016,NY,"NY-511 - Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",Coalition for the Homeless of the Southern of New York,CoC,NY-511 – PLN – NY-511 COC planning Project,80795
2016,NY,NY-600 - New York City CoC,Columba Kavanagh House,CoC,"NY-600 – REN – Columba Kavanagh House, Inc.",400750
2016,NY,"NY-519 - Columbia, Greene Counties CoC",Columbia Opportunities,CoC,NY-519 – REN – COI Chronic Homeless Project,16772
2016,NY,NY-600 - New York City CoC,Community Access,CoC,NY-600 – REN – 255 East Broadway,260193
2016,NY,NY-600 - New York City CoC,Community Access,CoC,NY-600 – REN – Warren Street SRO,434961
2016,NY,NY-600 - New York City CoC,Community Action for Human Services,CoC,"NY-600 – REN – JHB Housing, Inc.",133336
2016,NY,"NY-518 - Utica, Rome/Oneida, Madison Counties CoC",Community Action Program for Madison County,CoC,NY-518 – REN – PSH Morrisville,41249
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",Community Development Corporation of Long Island,CoC,NY-603 – REN – CDCLI Supportive Housing Program,28465
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",Community Housing Innovations,CoC,NY-603 – REN – F1C,85000
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",Community Housing Innovations,CoC,NY-603 – REN – ENST,105000
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",Community Housing Innovations,CoC,NY-603 – REN – HEDV,105000
2016,NY,"NY-508 - Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Community Missions of Niagara Frontier,CoC,NY-508 – REN – CMI Rapid Rehousing,286753
2016,NY,NY-600 - New York City CoC,"Community, Counseling, and Mediation",CoC,NY-600 – REN – GP 2016,236604
2016,NY,NY-600 - New York City CoC,"Community, Counseling, and Mediation",CoC,NY-600 – REN – RP 2016,243503
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",Concern for Independent Living,CoC,NY-603 – REN – Opportunities,234971
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",Concern for Independent Living,CoC,NY-603 – REN – Project Homestart,360462
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",Concern for Independent Living,CoC,NY-603 – REN – Opportunities V,421107
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",Concern for Independent Living,CoC,NY-603 – REN – Opportunities II,681557
2016,NY,"NY-500 - Rochester, Irondequoit, Greece/Monroe County CoC",Coordinated Care Services,CoC,NY-500 – PLN – NY 500 CoC Planning Application FY2016,331310
2016,NY,NY-503 - Albany City and County CoC,Corporation for AIDS Research Education and Services,CoC,NY-503 – REN – Albany County Portion of the Capital Region HMIS (2016),33968
2016,NY,NY-503 - Albany City and County CoC,Corporation for AIDS Research Education and Services,CoC,NY-503 – NEW – Albany HMIS Expansion FY2016,48463
2016,NY,NY-503 - Albany City and County CoC,Corporation for AIDS Research Education and Services,CoC,NY-503 – PLN – Albany County CoC Planning Project (2016),147242
2016,NY,NY-606 - Rockland County CoC,Corporation for AIDS Research Education and Services,CoC,NY-606 – PLN – Rockland County CoC Planning Project (2016),44596
2016,NY,NY-606 - Rockland County CoC,Corporation for AIDS Research Education and Services,CoC,NY-606 – REN – Rockland CoC HMIS (2016),69543
2016,NY,NY-608 - Kingston/Ulster County CoC,Corporation for AIDS Research Education and Services,CoC,NY-608 – REN – Ulster CoC HMIS (2016),70350
2016,NY,NY-507 - Schenectady City and County CoC,Corporation for AIDS Research Education and Services,CoC,NY-507 – REN – Schenectady County Portion of the Capital Region HMIS (2016),30571
2016,NY,NY-507 - Schenectady City and County CoC,Corporation for AIDS Research Education and Services,CoC,NY-507 – PLN – Schenectady County CoC Planning Project (2016),113039
2016,NY,NY-512 - Troy/Rensselaer County CoC,Corporation for AIDS Research Education and Services,CoC,NY-512 – REN – Rensselaer County Portion of the Capital Region HMIS (2016),16983
2016,NY,NY-512 - Troy/Rensselaer County CoC,Corporation for AIDS Research Education and Services,CoC,NY-512 – PLN – Rensselaer County CoC Planning Project (2016),93580
2016,NY,NY-601 - Poughkeepsie/Dutchess County CoC,Corporation for AIDS Research Education and Services,CoC,NY-601 – REN – Dutchess County Portion of the Capital Region HMIS (2016),45120
2016,NY,"NY-602 - Newburgh, Middletown/Orange County CoC",Corporation for AIDS Research Education and Services,CoC,NY-602 – REN – Orange CoC HMIS (2016),65809
2016,NY,"NY-519 - Columbia, Greene Counties CoC",Corporation for AIDS Research Education and Services,CoC,NY-519 – REN – Columbia Greene HMIS Con (2016),12068
2016,NY,"NY-519 - Columbia, Greene Counties CoC",Corporation for AIDS Research Education and Services,CoC,NY-519 – PLN – Columbia/Greene CoC Planning Project (2016),13134
2016,NY,"NY-522 - Jefferson, Lewis, Saint Lawrence Counties CoC",Corporation for AIDS Research Education and Services,CoC,NY-522 – REN – Points North Portion of the Capital Region HMIS (2016),26750
2016,NY,"NY-523 - Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",Corporation for AIDS Research Education and Services,CoC,"NY-523 – REN – Warren, Washington, Hamilton and Saratoga Counties Portion of the Capital Region HMIS (2016)",35328
2016,NY,"NY-523 - Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",Corporation for AIDS Research Education and Services,CoC,NY-523 – PLN – Saratoga North County Planning Project (2016),46049
2016,NY,NY-504 - Cattaraugus County CoC,Council on Addiction Recovery Services,CoC,NY-504 – PLN – NY 504 Planning Project FY2016,9191
2016,NY,NY-504 - Cattaraugus County CoC,Council on Addiction Recovery Services,CoC,NY-504 – REN – Shelter Plus Care Community Based Housing FY2016,106692
2016,NY,NY-600 - New York City CoC,Covenant House - New York,CoC,NY-600 – REN – iRise,170128
2016,NY,NY-600 - New York City CoC,Covenant House - New York,CoC,NY-600 – REN – STARS,181369
2016,NY,NY-600 - New York City CoC,Covenant House - New York,CoC,NY-600 – REN – Cheddachefs,383615
2016,NY,NY-600 - New York City CoC,Covenant House - New York,CoC,NY-600 – REN – New Covenant,398824
2016,NY,NY-600 - New York City CoC,Covenant House - New York,CoC,NY-600 – REN – Upwards,427132
2016,NY,NY-600 - New York City CoC,Covenant House - New York,CoC,NY-600 – REN – Uptown,514260
2016,NY,NY-600 - New York City CoC,Covenant House - New York,CoC,NY-600 – REN – Sprites,605867
2016,NY,"NY-500 - Rochester, Irondequoit, Greece/Monroe County CoC",DePaul Community Services,CoC,NY-500 – REN – Carriage House Renewal 2016,22784
2016,NY,"NY-500 - Rochester, Irondequoit, Greece/Monroe County CoC",DePaul Community Services,CoC,NY-500 – REN – Cornerstone renewal FY2016,77939
2016,NY,"NY-514 - Jamestown, Dunkirk/Chautauqua County CoC",Dunkirk Housing Authority,CoC,NY-514 – REN – Shelter Plus Care Project,81288
2016,NY,NY-601 - Poughkeepsie/Dutchess County CoC,"Dutchess County, NY",CoC,NY-601 – NEW – HRH Moving On,35611
2016,NY,NY-601 - Poughkeepsie/Dutchess County CoC,"Dutchess County, NY",CoC,NY-601 – PLN – CoC Planning Project Application FY2016,38977
2016,NY,NY-601 - Poughkeepsie/Dutchess County CoC,"Dutchess County, NY",CoC,NY-601 – REN – HRH Shelter Plus Care,117636
2016,NY,NY-601 - Poughkeepsie/Dutchess County CoC,"Dutchess County, NY",CoC,NY-601 – REN – MARC Shelter Plus Care,162090
2016,NY,NY-601 - Poughkeepsie/Dutchess County CoC,"Dutchess County, NY",CoC,NY-601 – REN – HRH Home Base I,162594
2016,NY,NY-601 - Poughkeepsie/Dutchess County CoC,"Dutchess County, NY",CoC,NY-601 – REN – RSS MICA Shelter Plus Care,196875
2016,NY,NY-600 - New York City CoC,El Regreso,CoC,NY-600 – REN – El Regreso Foundation,258691
2016,NY,"NY-602 - Newburgh, Middletown/Orange County CoC",Emergency Housing Group,CoC,NY-602 – REN – Permanent Housing Bonus Money,66796
2016,NY,"NY-602 - Newburgh, Middletown/Orange County CoC",Emergency Housing Group,CoC,NY-602 – PLN – CoC Planning Project Application FY2016,81294
2016,NY,"NY-602 - Newburgh, Middletown/Orange County CoC",Emergency Housing Group,CoC,NY-602 – NEW – HONOR Housing First III,135746
2016,NY,"NY-602 - Newburgh, Middletown/Orange County CoC",Emergency Housing Group,CoC,NY-602 – REN – Stephen Saunders Residence,190058
2016,NY,"NY-602 - Newburgh, Middletown/Orange County CoC",Emergency Housing Group,CoC,NY-602 – REN – HONOR ehg (PSH) Bonus,375939
2016,NY,NY-503 - Albany City and County CoC,Equinox,CoC,NY-503 – REN – Project Independence,64888
2016,NY,NY-503 - Albany City and County CoC,Equinox,CoC,NY-503 – REN – Transitional Living Project,184010
2016,NY,NY-503 - Albany City and County CoC,Equinox,CoC,NY-503 – REN – Project Break Free,215053
2016,NY,"NY-508 - Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Erie County, NY",CoC,NY-508 – REN – Supportive Housing Program IX,163290
2016,NY,"NY-508 - Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Erie County, NY",CoC,NY-508 – NEW – Continuum of Care III,211583
2016,NY,"NY-508 - Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Erie County, NY",CoC,NY-508 – REN – Shelter Plus Care VI,319632
2016,NY,"NY-508 - Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Erie County, NY",CoC,NY-508 – REN – Chronic Homeless Program 1,428526
2016,NY,"NY-508 - Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Erie County, NY",CoC,NY-508 – REN – Continuum of Care I,1922657
2016,NY,"NY-508 - Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Erie County, NY",CoC,NY-508 – REN – Continuum of Care II,2158542
2016,NY,NY-516 - Clinton County CoC,ETC Housing Corporation,CoC,NY-516 – REN – North Country HMIS 2016,12988
2016,NY,"NY-508 - Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Evergreen Health Services,CoC,NY-508 – REN – Evergreen Housing First Program,218794
2016,NY,"NY-508 - Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Evergreen Health Services,CoC,NY-508 – NEW – Evergreen Housing First Program II,441987
2016,NY,NY-600 - New York City CoC,FACES NY,CoC,NY-600 – REN – women with children 2016,196126
2016,NY,NY-600 - New York City CoC,FACES NY,CoC,NY-600 – REN – New Start Housing program 2016,289564
2016,NY,NY-600 - New York City CoC,FACES NY,CoC,NY-600 – REN – FACES Congregate Housing program 2016,136464
2016,NY,"NY-511 - Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",Fairview Recovery Services,CoC,NY-511 – NEW – HMIS2,75000
2016,NY,"NY-511 - Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",Fairview Recovery Services,CoC,NY-511 – REN – HMIS,105297
2016,NY,"NY-511 - Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",Fairview Recovery Services,CoC,NY-511 – NEW – NY-511 Coordinated Entry,146980
2016,NY,"NY-511 - Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",Fairview Recovery Services,CoC,"NY-511 – REN – Fairview Recovery Services, 25 Units",204266
2016,NY,NY-608 - Kingston/Ulster County CoC,Family of Woodstock,CoC,NY-608 – REN – HUD SHP Families #2 FY2016,65886
2016,NY,NY-608 - Kingston/Ulster County CoC,Family of Woodstock,CoC,NY-608 – NEW – Rapid Re-Housing for Domestic Violence Survivors,79651
2016,NY,NY-608 - Kingston/Ulster County CoC,Family of Woodstock,CoC,NY-608 – REN – HUD SHP Families FY2016,80916
2016,NY,NY-608 - Kingston/Ulster County CoC,Family of Woodstock,CoC,NY-608 – REN – HUD MidWay FY2016,91667
2016,NY,NY-608 - Kingston/Ulster County CoC,Family of Woodstock,CoC,NY-608 – REN – HUD S&C Families FY2016,140248
2016,NY,NY-608 - Kingston/Ulster County CoC,Family of Woodstock,CoC,NY-608 – REN – HUD S&C SRO FY2016,320725
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",Family Residences and Essential Enterprises,CoC,NY-603 – REN – HUD-Coram,67215
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",Family Residences and Essential Enterprises,CoC,NY-603 – REN – HUD-Nassau,112316
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",Family Service League,CoC,NY-603 – REN – Program Home Renewal 2016,92221
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",Family Service League,CoC,NY-603 – NEW – Family Service League RRH Program 2016,509650
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",Federation of Organizations for the New York State Mentally Disabled,CoC,NY-603 – REN – Bethpage SHP,48470
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",Federation of Organizations for the New York State Mentally Disabled,CoC,NY-603 – REN – Patchogue SHP,49536
2016,NY,"NY-513 - Wayne, Ontario, Seneca, Yates Counties CoC",Finger Lakes Addictions Counseling and Referral Agency,CoC,NY-513 – REN – HMIS,21185
2016,NY,"NY-513 - Wayne, Ontario, Seneca, Yates Counties CoC",Finger Lakes Addictions Counseling and Referral Agency,CoC,NY-513 – PLN – 2016 CoC Planning Grant,23000
2016,NY,"NY-513 - Wayne, Ontario, Seneca, Yates Counties CoC",Finger Lakes Addictions Counseling and Referral Agency,CoC,NY-513 – REN – Wayne County Permanent Supportive Housing,100098
2016,NY,NY-600 - New York City CoC,Fortune Society,CoC,NY-600 – REN – Fortune Academy Residence,465648
2016,NY,NY-600 - New York City CoC,Fortune Society,CoC,"NY-600 – REN – Fortune Society, Fortune Academy S+C",868235
2016,NY,NY-600 - New York City CoC,Foundation for Research on Sexually Transmitted Diseases,CoC,NY-600 – REN – Frost'd Scatter site PH,911942
2016,NY,"NY-520 - Franklin, Essex Counties CoC",Franklin County Community Housing Council,CoC,NY-520 – REN – FCCHC Homeless Program,52272
2016,NY,NY-608 - Kingston/Ulster County CoC,Gateway Community Industries,CoC,NY-608 – REN – WWC FY 2016- Renewal,46891
2016,NY,NY-601 - Poughkeepsie/Dutchess County CoC,Gateway Community Industries,CoC,NY-601 – REN – DC VA FY2016 Renewal,27980
2016,NY,NY-601 - Poughkeepsie/Dutchess County CoC,Gateway Community Industries,CoC,NY-601 – REN – DC MICA FY2016 Renewal,45501
2016,NY,"NY-513 - Wayne, Ontario, Seneca, Yates Counties CoC",Geneva Housing Authority,CoC,NY-513 – REN – S+C for the Chronically Homeless II,12917
2016,NY,"NY-513 - Wayne, Ontario, Seneca, Yates Counties CoC",Geneva Housing Authority,CoC,NY-513 – REN – Finger Lakes Regional Shelter Plus Care,35631
2016,NY,"NY-513 - Wayne, Ontario, Seneca, Yates Counties CoC",Geneva Housing Authority,CoC,NY-513 – REN – Finger Lakes Regional Shelter Plus Care II,73688
2016,NY,"NY-508 - Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Gerard Place Housing Development Fund Company,CoC,NY-508 – NEW – Gerard Place Permanent Supportive Housing for Chronically Homeless Single Parent Families,246945
2016,NY,"NY-523 - Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",Glens Falls Housing Authority,CoC,NY-523 – REN – Shelter Plus Care Program for Homeless Persons with Mental Illness (2016),7181
2016,NY,"NY-523 - Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",Glens Falls Housing Authority,CoC,NY-523 – REN – Shelter Plus Care Program for Homeless and Chronically Homeless (2016),14583
2016,NY,"NY-523 - Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",Glens Falls Housing Authority,CoC,NY-523 – REN – Housing First - Chronic (2016),18254
2016,NY,"NY-523 - Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",Glens Falls Housing Authority,CoC,NY-523 – REN – Community - Families (2016),18257
2016,NY,"NY-523 - Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",Glens Falls Housing Authority,CoC,NY-523 – REN – Tenant-Based Shelter Plus Care (2016),20353
2016,NY,"NY-523 - Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",Glens Falls Housing Authority,CoC,NY-523 – REN – Community - Chronic (2016),36510
2016,NY,"NY-523 - Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",Glens Falls Housing Authority,CoC,NY-523 – REN – Housing First - Regular (2016),112817
2016,NY,"NY-523 - Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",Glens Falls Housing Authority,CoC,NY-523 – REN – Community - Regular (2016),131816
2016,NY,NY-600 - New York City CoC,Goddard Riverside Community Center,CoC,NY-600 – REN – Corner House,181262
2016,NY,NY-600 - New York City CoC,Goddard Riverside Community Center,CoC,NY-600 – REN – Havens,222464
2016,NY,NY-600 - New York City CoC,Goddard Riverside Community Center,CoC,NY-600 – REN – Housing Options,291712
2016,NY,NY-600 - New York City CoC,Good Shepherd Services,CoC,NY-600 – REN – Good Shepherd Services - NOFA 2016,379697
2016,NY,"NY-519 - Columbia, Greene Counties CoC",Greene County Community Action,CoC,NY-519 – REN – Supportive Housing for Chronically Homeless Individuals 2016,17082
2016,NY,"NY-519 - Columbia, Greene Counties CoC",Greene County Community Action,CoC,NY-519 – REN – Supportive Housing for Homeless Families 2016,49337
2016,NY,"NY-604 - Yonkers, Mount Vernon/Westchester County CoC",Greyston Health Services,CoC,NY-604 – REN – Issan House,265984
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",Hands Across Long Island,CoC,NY-603 – REN – HALI-Vertucci House(HUD 4 2008),55413
2016,NY,NY-600 - New York City CoC,Harlem United Community AIDS Center,CoC,NY-600 – REN – 124th Street Housing Residence,232174
2016,NY,NY-600 - New York City CoC,Harlem United Community AIDS Center,CoC,NY-600 – REN – Harlem United Family PH,399756
2016,NY,"NY-505 - Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Helio Health,CoC,NY-505 – REN – Grove Point,106319
2016,NY,"NY-505 - Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Helio Health,CoC,NY-505 – REN – K.E.E.S. II,115994
2016,NY,"NY-505 - Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Helio Health,CoC,NY-505 – REN – FAST Housing,206464
2016,NY,"NY-505 - Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Helio Health,CoC,NY-505 – REN – North Garden Permanent,242722
2016,NY,"NY-505 - Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Helio Health,CoC,NY-505 – NEW – K.E.E.S. IV,272152
2016,NY,"NY-505 - Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Helio Health,CoC,NY-505 – REN – K.E.E.S.,294941
2016,NY,"NY-505 - Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Helio Health,CoC,NY-505 – REN – K.E.E.S. III,506629
2016,NY,NY-600 - New York City CoC,HELP USA - NY,CoC,NY-600 – REN – Genesis Homes Supportive Housing Program I,867804
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",HELP USA - NY,CoC,NY-603 – REN – Nassau Scattered Site Permanent Housing Program,125356
2016,NY,"NY-603 - Nassau, Suffolk Counties CoC",HELP USA - NY,CoC,NY-603 – REN – Suffolk Scattered Site Permanent Housing Program,169743
2016,NY,NY-606 - Rockland County CoC,Helping Hands Interfaith Coalition for the Homeless of Rockland County,CoC,NY-606 – REN – Helping Hands Rapid Re- housing 2016,162647
2016,NY,NY-600 - New York City CoC,Henry Street Settlement,CoC,NY-600 – REN – Henry Street RRH Project FY16,674040
2016,NY,"NY-508 - Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Hispanos Unidos de Buffalo,CoC,NY-508 – REN – Rapid Re-Housing,195162
2016,NY,NY-503 - Albany City and County CoC,Homeless Action Committee,CoC,NY-503 – REN – HAC SRO,75854
2016,NY,"NY-508 - Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Homeless Alliance of Western New York,CoC,NY-508 – REN – NY508 HMIS,210255
2016,NY,"NY-508 - Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Homeless Alliance of Western New York,CoC,NY-508 – PLN – NY508 Planning,452378
2016,NY,NY-503 - Albany City and County CoC,Homeless and Travelers Aid Society (HATAS),CoC,NY-503 – REN – Coordinated Entry (2016),22285
2016,NY,NY-503 - Albany City and County CoC,Homeless and Travelers Aid Society (HATAS),CoC,NY-503 – REN – Pathways I (2016),341124
